"kegg","over.abundant.health.conf"
"K02815(PTS_system,_sorbose-specific_IID_component)",0.156
"K03826(putative_acetyltransferase)",0.156
"K04063(osmotically_inducible_protein_OsmC)",0.156
"K06062(histone_acetyltransferase)",0.156
"K07213(GGDEF_domain)",0.156
"K07252(dolichyldiphosphatase)",0.156
"K07774(two-component_system,_OmpR_family,_response_regulator_TctD)",0.156
"K12327(caldesmon)",0.156
"K00518(superoxide_dismutase)",0.154
"K02035(peptide/nickel_transport_system_substrate-binding_protein)",0.154
"K03642(rare_lipoprotein_A)",0.154
"K03709(DtxR_family_transcriptional_regulator,_Mn-dependent_transcriptionalregulator)",0.154
"K05964(holo-ACP_synthase)",0.154
"K07088(mannosyl-3-phosphoglycerate_phosphatase)",0.154
"K07217(Mn-containing_catalase)",0.154
"K07766(diphosphoinositol-polyphosphate_diphosphatase)",0.154
"K10977(trans-homoaconitate_synthase)",0.154
"K12685(subtilase-type_serine_protease)",0.154
"K01825(3-hydroxyacyl-CoA_dehydrogenase_/_enoyl-CoA_hydratase_/3-hydroxybutyryl-CoA_epimerase_/_enoyl-CoA_isomerase_[EC:1.1.1.354.2.1.17_5.1.2.3_5.3.3.8])",0.152
"K02480(two-component_system,_NarL_family,_sensor_kinase)",0.152
"K03326(C4-dicarboxylate_transporter,_DcuC_family)",0.152
"K05303(macrocin_O-methyltransferase)",0.152
"K07007(putative_drug_exporter_of_the_RND_superfamily)",0.152
"K07535(2-hydroxycyclohexanecarboxyl-CoA_dehydrogenase)",0.152
"K07697(two-component_system,_sporulation_sensor_kinase_B)",0.152
"K08700(carbon_dioxide_concentrating_mechanism_protein_CcmO)",0.152
"K10875(DNA_repair_and_recombination_protein_RAD54_and_RAD54-like_protein)",0.152
"K11474(GntR_family_transcriptional_regulator,_glc_operon_transcriptionalactivator)",0.152
"K11635(putative_ABC_transport_system_ATP-binding_protein)",0.152
"K11707(manganese/zinc/iron_transport_system_substrate-binding_protein)",0.152
"K13497(anthranilate_synthase/phosphoribosyltransferase)",0.152
"K15421()",0.152
"K00231(protoporphyrinogen_oxidase)",0.15
"K00662(aminoglycoside_N3'-acetyltransferase)",0.15
"K00694(cellulose_synthase_(UDP-forming))",0.15
"K02380(FdhE_protein)",0.15
"K02422(flagellar_protein_FliS)",0.15
"K03604(LacI_family_transcriptional_regulator,_purine_nucleotide_synthesisrepressor)",0.15
"K06122(glycerol_dehydratase_small_subunit)",0.15
"K10400(kinesin_family_member_15)",0.15
"K11704(iron/zinc/copper_transport_system_substrate-binding_protein)",0.15
"K12944(nucleoside_triphosphatase)",0.15
"K15770()",0.15
"K00096(glycerol-1-phosphate_dehydrogenase_[NAD(P)])",0.148
"K00158(pyruvate_oxidase)",0.148
"K01821(4-oxalocrotonate_tautomerase)",0.148
"K02050(sulfonate/nitrate/taurine_transport_system_permease_protein)",0.148
"K02857(rhomboid-related_protein_1/2/3)",0.148
"K05780(putative_phosphonate_transport_system_ATP-binding_protein)",0.148
"K07062(mannosyl-3-phosphoglycerate_phosphatase)",0.148
"K07305(peptide-methionine_(R)-S-oxide_reductase)",0.148
"K13276(bacillopeptidase_F)",0.148
"K14572()",0.148
"K00125(formate_dehydrogenase,_beta_subunit)",0.146
"K00675(N-hydroxyarylamine_O-acetyltransferase)",0.146
"K04753(suppressor_of_ftsI)",0.146
"K01522(bis(5'-adenosyl)-triphosphatase)",0.144
"K02456(general_secretion_pathway_protein_G)",0.144
"K03405(magnesium_chelatase_subunit_I)",0.144
"K14201(clumping_factor_A)",0.144
"K00934(arginine_kinase)",0.142
"K03791(putative_chitinase)",0.142
"K07326(hemolysin_activation/secretion_protein)",0.142
"K07464(putative_RecB_family_exonuclease)",0.142
"K11209(GST-like_protein)",0.142
"K12139(hydrogenase-4_component_D)",0.142
"K06222(2,5-diketo-D-gluconate_reductase_B)",0.14
"K07260(D-alanyl-D-alanine_carboxypeptidase)",0.14
"K07492(putative_transposase)",0.14
"K10039(putative_glutamine_transport_system_substrate-binding_protein)",0.14
"K10984(PTS_system,_galactosamine-specific_IIB_component)",0.14
"K11004(ATP-binding_cassette,_subfamily_B,_bacterial_HlyB/CyaB)",0.14
"K12141(hydrogenase-4_component_F)",0.14
"K13571(proteasome_accessory_factor_A)",0.14
"K15555()",0.14
"K00573(protein-L-isoaspartate(D-aspartate)_O-methyltransferase)",0.138
"K01305(beta-aspartyl-dipeptidase_(metallo-type))",0.138
"K02008(cobalt/nickel_transport_system_permease_protein)",0.138
"K02669(twitching_motility_protein_PilT)",0.138
"K09729(hypothetical_protein)",0.138
"K09819(manganese/iron_transport_system_permease_protein)",0.138
"K13634(LysR_family_transcriptional_regulator,_cys_regulon_transcriptionalactivator)",0.138
"K00274(monoamine_oxidase)",0.136
"K00494(alkanal_monooxygenase_(FMN-linked))",0.136
"K01692(enoyl-CoA_hydratase)",0.136
"K02652(type_IV_pilus_assembly_protein_PilB)",0.136
"K02653(type_IV_pilus_assembly_protein_PilC)",0.136
"K03379(cyclohexanone_monooxygenase)",0.136
"K03392(aminocarboxymuconate-semialdehyde_decarboxylase)",0.136
"K03707(thiaminase_(transcriptional_activator_TenA))",0.136
"K05663(mitochondrial_ABC_transporter_ATM)",0.136
"K07251(thiamine_kinase)",0.136
"K07590(large_subunit_ribosomal_protein_L7A)",0.136
"K00619(amino-acid_N-acetyltransferase)",0.134
"K01295(glutamate_carboxypeptidase)",0.134
"K04021(aldehyde_dehydrogenase)",0.134
"K05020(glycine_betaine_transporter)",0.134
"K07182(CBS_domain-containing_protein)",0.134
"K07795(putative_tricarboxylic_transport_membrane_protein)",0.134
"K09471(gamma-glutamylputrescine_oxidase)",0.134
"K12992(rhamnosyltransferase)",0.134
"K00842(aminotransferase)",0.132
"K00870(protein_kinase)",0.132
"K01466(allantoinase)",0.132
"K03777(D-lactate_dehydrogenase)",0.132
"K07432(beta-1,4-N-acetylglucosaminyltransferase)",0.132
"K07448(restriction_system_protein)",0.132
"K07744(hypothetical_protein)",0.132
"K08242(24-methylenesterol_C-methyltransferase)",0.132
"K08314(fructose-6-phosphate_aldolase_2)",0.132
"K15524()",0.132
"K02240(competence_protein_ComFA)",0.13
"K03254(translation_initiation_factor_eIF-3_subunit_10)",0.13
"K03738(aldehyde:ferredoxin_oxidoreductase)",0.13
"K04771(serine_protease_Do)",0.13
"K06865(5-formaminoimidazole-4-carboxamide-1-(beta)-D-ribofuranosyl5'-monophosphate_synthetase)",0.13
"K08722(5'-nucleotidase)",0.13
"K10750(chromatin_assembly_factor_1_subunit_A)",0.13
"K06013(STE24_endopeptidase)",0.128
"K07230(TrkA_domain_protein)",0.128
"K13920(propanediol_dehydratase_small_subunit)",0.128
"K00023(acetoacetyl-CoA_reductase)",0.126
"K00839(aminotransferase)",0.126
"K01250(pyrimidine-specific_ribonucleoside_hydrolase)",0.126
"K01975(2'-5'_RNA_ligase)",0.126
"K06979(ribosomal_RNA_large_subunit_methyltransferase_F)",0.126
"K07028(mannosyl-3-phosphoglycerate_phosphatase)",0.126
"K08255(CoA-disulfide_reductase)",0.126
"K11634(two-component_system,_OmpR_family,_response_regulator_YxdJ)",0.126
"K13590(diguanylate_cyclase)",0.126
"K00437(cytochrome-c3_hydrogenase)",0.124
"K00455(3,4-dihydroxyphenylacetate_2,3-dioxygenase)",0.124
"K00835(valine--pyruvate_aminotransferase)",0.124
"K02434(aspartyl-tRNA(Asn)/glutamyl-tRNA_(Gln)_amidotransferase_subunit_B)",0.124
"K06714(arginine_utilization_regulatory_protein)",0.124
"K07773(two-component_system,_OmpR_family,_aerobic_respiration_controlprotein_ArcA)",0.124
"K07816(putative_GTP_pyrophosphokinase)",0.124
"K08384(stage_V_sporulation_protein_D_(sporulation-specificpenicillin-binding_protein))",0.124
"K11520(two-component_system,_OmpR_family,_manganese_sensing_sensorhistidine_kinase)",0.124
"K12506(2-C-methyl-D-erythritol_4-phosphate_cytidylyltransferase_/2-C-methyl-D-erythritol_2,4-cyclodiphosphate_synthase_[EC:2.7.7.604.6.1.12])",0.124
"K13950(para-aminobenzoate_synthetase)",0.124
"K14089(ech_hydrogenase_subunit_D)",0.124
"K14153(hydroxymethylpyrimidine_kinase_/_phosphomethylpyrimidine_kinase_/thiamine-phosphate_diphosphorylase)",0.124
"K15664()",0.124
"K00659(bile_acid-CoA:amino_acid_N-acyltransferase)",0.122
"K01563(haloalkane_dehalogenase)",0.122
"K02204(homoserine_kinase_type_II)",0.122
"K02386(flagella_basal_body_P-ring_formation_protein_FlgA)",0.122
"K02414(flagellar_hook-length_control_protein_FliK)",0.122
"K04748(nitric-oxide_reductase_NorQ_protein)",0.122
"K04765(ATP_diphosphatase)",0.122
"K06211(HipB_family_transcriptional_regulator,_involved_in_the_regulation_ofNAD_biosynthesis)",0.122
"K07054(mannosyl-3-phosphoglycerate_phosphatase)",0.122
"K07357(type_1_fimbriae_regulatory_protein_FimB)",0.122
"K07660(two-component_system,_OmpR_family,_response_regulator_PhoP)",0.122
"K07728(putative_transcriptional_regulator)",0.122
"K12687(antigen_43)",0.122
"K00135(succinate-semialdehyde_dehydrogenase_(NADP+))",0.12
"K01708(galactarate_dehydratase)",0.12
"K03618(hydrogenase-1_operon_protein_HyaF)",0.12
"K06346(spoIIIJ-associated_protein)",0.12
"K06937(queuosine_biosynthesis_protein_QueC)",0.12
"K09461(anthraniloyl-CoA_monooxygenase)",0.12
"K11074(putrescine_transport_system_permease_protein)",0.12
"K13989(Derlin-2/3)",0.12
"K15192()",0.12
"K00433(chloride_peroxidase)",0.118
"K00627(pyruvate_dehydrogenase_E2_component_(dihydrolipoamideacetyltransferase))",0.118
"K00883(2-dehydro-3-deoxygalactonokinase)",0.118
"K00886(polyphosphate_glucokinase)",0.118
"K01101(4-nitrophenyl_phosphatase)",0.118
"K01684(galactonate_dehydratase)",0.118
"K03503(DNA_polymerase_V)",0.118
"K05548(MFS_transporter,_AAHS_family,_benzoate_transport_protein)",0.118
"K06396(stage_III_sporulation_protein_AG)",0.118
"K10036(glutamine_transport_system_substrate-binding_protein)",0.118
"K10824(nickel-transporting_ATPase)",0.118
"K01848(methylmalonyl-CoA_mutase,_N-terminal_domain)",0.116
"K02433(aspartyl-tRNA(Asn)/glutamyl-tRNA_(Gln)_amidotransferase_subunit_A)",0.116
"K02588(nitrogenase_iron_protein_NifH)",0.116
"K06022(molybdate-transporting_ATPase)",0.116
"K08219(MFS_transporter,_UMF2_family,_putative_MFS_family_transporterprotein)",0.116
"K10918(LysR_family_transcriptional_regulator,_transcriptional_activatorAphB)",0.116
"K11178(xanthine_dehydrogenase_YagS_FAD-binding_subunit)",0.116
"K11630(two-component_system,_OmpR_family,_bacitracin_resistance_responseregulator_BceR)",0.116
"K13731(internalin_B)",0.116
"K00728(dolichyl-phosphate-mannose-protein_mannosyltransferase)",0.114
"K00943(dTMP_kinase)",0.114
"K01611(S-adenosylmethionine_decarboxylase)",0.114
"K02566(NagD_protein)",0.114
"K03293(amino_acid_transporter,_AAT_family)",0.114
"K05658(ATP-binding_cassette,_subfamily_B_(MDR/TAP),_member_1)",0.114
"K11515(inner_centromere_protein)",0.114
"K12137(hydrogenase-4_component_B)",0.114
"K12143(hydrogenase-4_component_H)",0.114
"K00094(galactitol-1-phosphate_5-dehydrogenase)",0.112
"K00926(carbamate_kinase)",0.112
"K01630(2-dehydro-3-deoxyglucarate_aldolase)",0.112
"K06890(hemoglobin)",0.112
"K07592(LysR_family_transcriptional_regulator,_tdc_operon_transcriptionalactivator)",0.112
"K07742(hypothetical_protein)",0.112
"K15467()",0.112
"K00758(thymidine_phosphorylase)",0.11
"K01920(glutathione_synthase)",0.11
"K02032(peptide/nickel_transport_system_ATP-binding_protein)",0.11
"K02303(uroporphyrin-III_C-methyltransferase)",0.11
"K04926(potassium_voltage-gated_channel_KQT-like_subfamily_member_1)",0.11
"K08195(MFS_transporter,_AAHS_family,_4-hydroxybenzoate_transporter)",0.11
"K08297(crotonobetainyl-CoA_dehydrogenase)",0.11
"K11621(lia_operon_protein_LiaG)",0.11
"K12682(tracheal_colonization_factor)",0.11
"K13481(xanthine_dehydrogenase_small_subunit)",0.11
"K14086(ech_hydrogenase_subunit_A)",0.11
"K01174(micrococcal_nuclease)",0.108
"K01750(ornithine_cyclodeaminase)",0.108
"K01839(phosphopentomutase)",0.108
"K03533(TorA_specific_chaperone)",0.108
"K06952(ribosome_biogenesis_GTPase)",0.108
"K07104(lipopolysaccharide_export_system_permease_protein)",0.108
"K07533(foldase_protein_PrsA)",0.108
"K07698(two-component_system,_sporulation_sensor_kinase_C)",0.108
"K08311(putative_(di)nucleoside_polyphosphate_hydrolase)",0.108
"K10540(methyl-galactoside_transport_system_substrate-binding_protein)",0.108
"K11214(sedoheptulokinase)",0.108
"K12138(hydrogenase-4_component_C)",0.108
"K12140(hydrogenase-4_component_E)",0.108
"K12142(hydrogenase-4_component_G)",0.108
"K01408(insulysin)",0.106
"K02042(phosphonate_transport_system_permease_protein)",0.106
"K03216(RNA_methyltransferase,_TrmH_family,_group_2)",0.106
"K03478(hypothetical_protein)",0.106
"K09778(hypothetical_protein)",0.106
"K12700(non-specific_riboncleoside_hydrolase)",0.106
"K02348(ElaA_protein)",0.104
"K02444(DeoR_family_transcriptional_regulator,_glycerol-3-phosphate_regulonrepressor)",0.104
"K05539(tRNA-dihydrouridine_synthase_A)",0.104
"K07675(two-component_system,_NarL_family,_sensor_histidine_kinase_UhpB)",0.104
"K08728(nucleoside_deoxyribosyltransferase)",0.104
"K09477(citrate:succinate_antiporter)",0.104
"K09790(hypothetical_protein)",0.104
"K09820(manganese/iron_transport_system_ATP-binding_protein)",0.104
"K10193(oligogalacturonide_transport_system_permease_protein)",0.104
"K00128(aldehyde_dehydrogenase_(NAD+))",0.102
"K02062(thiamine_transport_system_ATP-binding_protein)",0.102
"K06934(queuosine_biosynthesis_protein_QueC)",0.102
"K10682(two-component_system,_OmpR_family,_response_regulator_SaeR)",0.102
"K11534(DeoR_family_transcriptional_regulator,_deoxyribose_operon_repressor)",0.102
"K11616(malate:Na+_symporter)",0.102
"K15519()",0.102
"K01118(FMN-dependent_NADH-azoreductase)",0.1
"K01674(carbonic_anhydrase)",0.1
"K01919(glutamate--cysteine_ligase)",0.1
"K02044(phosphonate_transport_system_substrate-binding_protein)",0.1
"K02805(lipopolysaccharide_biosynthesis_protein)",0.1
"K03366((R,R)-butanediol_dehydrogenase_/_diacetyl_reductase)",0.1
"K05851(adenylate_cyclase,_class_1)",0.1
"K12278(MSHA_biogenesis_protein_MshG)",0.1
"K12683(serum_resistance_protein)",0.1
"K13819(NifU-like_protein)",0.1
"K13831(3-hexulose-6-phosphate_synthase_/_6-phospho-3-hexuloisomerase)",0.1
"K01621(phosphoketolase)",0.098
"K01850(chorismate_mutase)",0.098
"K02510(2,4-dihydroxyhept-2-ene-1,7-dioic_acid_aldolase)",0.098
"K07343(DNA_transformation_protein_and_related_proteins)",0.098
"K09703(hypothetical_protein)",0.098
"K10917(PadR_family_transcriptional_regulator,_regulatory_protein_AphA)",0.098
"K11051(multidrug/hemolysin_transport_system_permease_protein)",0.098
"K11066(N-acetylmuramoyl-L-alanine_amidase)",0.098
"K12107(cag_pathogenicity_island_protein_22)",0.098
"K05590(ATP-dependent_RNA_helicase_SrmB)",0.096
"K07639(two-component_system,_OmpR_family,_sensor_histidine_kinase_RstB)",0.096
"K07793(putative_tricarboxylic_transport_membrane_protein)",0.096
"K09747(hypothetical_protein)",0.096
"K11629(two-component_system,_OmpR_family,_bacitracin_resistance_sensorhistidine_kinase_BceS)",0.096
"K11744(AI-2_transport_protein_TqsA)",0.096
"K13048(carboxypeptidase_Ss1)",0.096
"K00122(formate_dehydrogenase)",0.094
"K00803(alkyldihydroxyacetonephosphate_synthase)",0.094
"K01677(fumarate_hydratase_subunit_alpha)",0.094
"K01678(fumarate_hydratase_subunit_beta)",0.094
"K03486(GntR_family_transcriptional_regulator,_trehalose_operontranscriptional_repressor)",0.094
"K05819(MFS_transporter,_AAHS_family,_3-hydroxyphenylpropionic_acidtransporter)",0.094
"K06401(stage_IV_sporulation_protein_FA)",0.094
"K06888(hemoglobin)",0.094
"K11075(putrescine_transport_system_permease_protein)",0.094
"K12681(pertactin)",0.094
"K13075(N-acyl_homoserine_lactone_hydrolase)",0.094
"K15792()",0.094
"K00851(gluconokinase)",0.092
"K01480(agmatinase)",0.092
"K02415(flagellar_FliL_protein)",0.092
"K03727(ATP-dependent_RNA_helicase_HelY)",0.092
"K07467(phage_replication_initiation_protein)",0.092
"K07739(elongator_complex_protein_3)",0.092
"K10441(ribose_transport_system_ATP-binding_protein)",0.092
"K10544(D-xylose_transport_system_permease_protein)",0.092
"K10973(IclR_family_transcriptional_regulator,_negative_regulator_ofallantoin_and_glyoxylate_utilization_operons)",0.092
"K11924(DtxR_family_transcriptional_regulator,_manganese_transport_regulator)",0.092
"K02778(PTS_system,_glucose-specific_IIB_component)",0.09
"K06605(myo-inositol_catabolism_protein_IolH)",0.09
"K06858(vitamin_B12_transport_system_substrate-binding_protein)",0.09
"K07503(hypothetical_protein)",0.09
"K07638(two-component_system,_OmpR_family,_osmolarity_sensor_histidinekinase_EnvZ)",0.09
"K10122(putative_sugar_transport_system_permease_protein)",0.09
"K13714(bifunctional_autolysin)",0.09
"K13788(phosphate_acetyltransferase)",0.09
"K01779(aspartate_racemase)",0.088
"K03471(ribonuclease_HIII)",0.088
"K03974(psp_operon_transcriptional_activator)",0.088
"K04088(membrane_protease_subunit_HflK)",0.088
"K05919(superoxide_reductase)",0.088
"K06120(glycerol_dehydratase_large_subunit)",0.088
"K06413(stage_V_sporulation_protein_K)",0.088
"K09798(hypothetical_protein)",0.088
"K10007(glutamate_transport_system_permease_protein)",0.088
"K12266(anaerobic_nitric_oxide_reductase_transcription_regulator)",0.088
"K00381(sulfite_reductase_(NADPH)_hemoprotein_beta-component)",0.086
"K00457(4-hydroxyphenylpyruvate_dioxygenase)",0.086
"K04769(AbrB_family_transcriptional_regulator,_stage_V_sporulation_protein_T)",0.086
"K06141(MFS_transporter,_TsgA_protein)",0.086
"K06599(AraC_family_transcriptional_regulator,_chemosensory_pili_systemprotein_ChpD)",0.086
"K06960(ribosome_biogenesis_GTPase)",0.086
"K06971(ribosomal_RNA_large_subunit_methyltransferase_F)",0.086
"K07166(ACT_domain-containing_protein)",0.086
"K07494(putative_transposase)",0.086
"K09774(lipopolysaccharide_export_system_protein_LptA)",0.086
"K09775(hypothetical_protein)",0.086
"K15583()",0.086
"K15667()",0.086
"K15778()",0.086
"K15834()",0.086
"K00068(sorbitol-6-phosphate_2-dehydrogenase)",0.084
"K01304(pyroglutamyl-peptidase)",0.084
"K02057(simple_sugar_transport_system_permease_protein)",0.084
"K02453(general_secretion_pathway_protein_D)",0.084
"K06442(putative_hemolysin)",0.084
"K07023(putative_hydrolases_of_HD_superfamily)",0.084
"K08315(hydrogenase_3_maturation_protease)",0.084
"K08320(CTP_pyrophosphohydrolase)",0.084
"K10188(lactose/L-arabinose_transport_system_substrate-binding_protein)",0.084
"K12294(two-component_system,_AgrA_family,_sensor_histidine_kinase_ComD)",0.084
"K12370(dipeptide_transport_system_permease_protein)",0.084
"K14982()",0.084
"K15554()",0.084
"K15832()",0.084
"K00354(NADPH2_dehydrogenase)",0.082
"K00687(penicillin-binding_protein_2B)",0.082
"K01518(bis(5'-nucleosidyl)-tetraphosphatase)",0.082
"K01569(oxalate_decarboxylase)",0.082
"K03074(preprotein_translocase_subunit_SecF)",0.082
"K03720(TrpR_family_transcriptional_regulator,_trp_operon_repressor)",0.082
"K03820(apolipoprotein_N-acyltransferase)",0.082
"K06933(queuosine_biosynthesis_protein_QueC)",0.082
"K08168(MFS_transporter,_DHA2_family,_metal-tetracycline-proton_antiporter)",0.082
"K08998(hypothetical_protein)",0.082
"K10117(multiple_sugar_transport_system_substrate-binding_protein)",0.082
"K11275(histone_H1/5)",0.082
"K12972(gyoxylate/hydroxypyruvate_reductase_A)",0.082
"K14090(ech_hydrogenase_subunit_E)",0.082
"K15553()",0.082
"K00074(3-hydroxybutyryl-CoA_dehydrogenase)",0.08
"K00813(aspartate_aminotransferase)",0.08
"K01035(acetate_CoA-transferase_beta_subunit)",0.08
"K01239(purine_nucleosidase)",0.08
"K01259(proline_iminopeptidase)",0.08
"K01601(ribulose-bisphosphate_carboxylase_large_chain)",0.08
"K01679(fumarate_hydratase,_class_II)",0.08
"K02654(leader_peptidase_(prepilin_peptidase)_/_N-methyltransferase)",0.08
"K03142(transcription_initiation_factor_TFIIH_subunit_H2)",0.08
"K06608(DeoR_family_transcriptional_regulator,_myo-inositol_catabolismoperon_repressor)",0.08
"K07461(putative_endonuclease)",0.08
"K07570(general_stress_protein_13)",0.08
"K08369(MFS_transporter,_putative_metabolite:H+_symporter)",0.08
"K12549(surface_adhesion_protein)",0.08
"K13108(smad_nuclear-interacting_protein_1)",0.08
"K14727()",0.08
"K14977()",0.08
"K15261()",0.08
"K00027(malate_dehydrogenase_(oxaloacetate-decarboxylating))",0.078
