kegg,level_1,level_2
K00004,Metabolism,Carbohydrate metabolism
K00003,Metabolism,Overview
K00002,Metabolism,Overview
K00001,Metabolism,Overview
K04354,Genetic Information Processing,Translation
K00009,Metabolism,Carbohydrate metabolism
K00008,Metabolism,Carbohydrate metabolism
K10727,NA,NA
K10726,Genetic Information Processing,Replication and repair
K10725,NA,NA
K10729,NA,NA
K10728,NA,NA
K09716,NA,NA
K08242,Metabolism,Lipid metabolism
K00263,Metabolism,Amino acid metabolism
K00262,Metabolism,Energy metabolism
K00261,Metabolism,Overview
K00260,Metabolism,Energy metabolism
K00266,Metabolism,Overview
K00265,Metabolism,Overview
K00264,Metabolism,Overview
K01034,Metabolism,Carbohydrate metabolism
K15720,NA,NA
K09643,Human Diseases,Infectious diseases
K09640,NA,NA
K15725,NA,NA
K01202,Metabolism,Lipid metabolism
K01203,Metabolism,Carbohydrate metabolism
K01200,NA,NA
K01201,Metabolism,Lipid metabolism
K01206,Metabolism,Glycan biosynthesis and metabolism
K01207,Metabolism,Carbohydrate metabolism
K01204,Metabolism,Glycan biosynthesis and metabolism
K01205,Metabolism,Glycan biosynthesis and metabolism
K06166,Metabolism,Metabolism of other amino acids
K01208,Metabolism,Carbohydrate metabolism
K01209,Metabolism,Carbohydrate metabolism
K09647,Genetic Information Processing,"Folding, sorting and degradation"
K05185,Environmental Information Processing,Signaling molecules and interaction
K00914,Metabolism,Carbohydrate metabolism
K00917,Metabolism,Carbohydrate metabolism
K00916,NA,NA
K00910,Cellular Processes,Transport and catabolism
K00913,Metabolism,Carbohydrate metabolism
K00912,Metabolism,Glycan biosynthesis and metabolism
K00919,Metabolism,Metabolism of terpenoids and polyketides
K00918,Metabolism,Overview
K09649,NA,NA
K02997,Genetic Information Processing,Translation
K02519,NA,NA
K02518,NA,NA
K02517,Metabolism,Glycan biosynthesis and metabolism
K02516,Genetic Information Processing,Translation
K02515,Environmental Information Processing,Signal transduction
K02511,NA,NA
K02510,Metabolism,Amino acid metabolism
K01032,Metabolism,Xenobiotics biodegradation and metabolism
K13403,Metabolism,Metabolism of cofactors and vitamins
K13402,Metabolism,Metabolism of cofactors and vitamins
K13155,NA,NA
K13154,NA,NA
K13157,NA,NA
K13159,NA,NA
K13158,NA,NA
K13409,Environmental Information Processing,Membrane transport
K10775,Metabolism,Amino acid metabolism
K08805,NA,NA
K08804,NA,NA
K08803,Human Diseases,Cancers
K08802,NA,NA
K08801,NA,NA
K08800,NA,NA
K08809,NA,NA
K08808,NA,NA
K03178,Genetic Information Processing,"Folding, sorting and degradation"
K03179,Metabolism,Metabolism of cofactors and vitamins
K03170,NA,NA
K03177,NA,NA
K03174,Environmental Information Processing,Signal transduction
K03175,Genetic Information Processing,"Folding, sorting and degradation"
K15234,Metabolism,Overview
K06525,Environmental Information Processing,Signal transduction
K06528,Cellular Processes,Transport and catabolism
K12578,Cellular Processes,Cell growth and death
K12574,Genetic Information Processing,"Folding, sorting and degradation"
K12575,Cellular Processes,Cell growth and death
K12570,Metabolism,Biosynthesis of other secondary metabolites
K12571,Genetic Information Processing,"Folding, sorting and degradation"
K12573,Genetic Information Processing,"Folding, sorting and degradation"
K11008,NA,NA
K11005,NA,NA
K11004,Environmental Information Processing,Membrane transport
K11000,NA,NA
K11003,Environmental Information Processing,Membrane transport
K14118,NA,NA
K02632,Metabolism,Energy metabolism
K02633,Organismal Systems,Environmental adaptation
K08294,Environmental Information Processing,Signal transduction
K02987,Genetic Information Processing,Translation
K02981,Genetic Information Processing,Translation
K07693,Environmental Information Processing,Signal transduction
K07692,Environmental Information Processing,Signal transduction
K07691,Environmental Information Processing,Signal transduction
K07690,Environmental Information Processing,Signal transduction
K07697,Environmental Information Processing,Signal transduction
K07696,Environmental Information Processing,Signal transduction
K07695,Environmental Information Processing,Signal transduction
K07694,Environmental Information Processing,Signal transduction
K07699,Environmental Information Processing,Signal transduction
K07698,Environmental Information Processing,Signal transduction
K07108,NA,NA
K04001,Organismal Systems,Immune system
K07079,NA,NA
K07078,NA,NA
K07077,NA,NA
K07076,NA,NA
K07075,NA,NA
K07074,NA,NA
K07072,Metabolism,Energy metabolism
K07071,NA,NA
K07070,NA,NA
K10064,Organismal Systems,Endocrine system
K10065,NA,NA
K10066,Cellular Processes,Transport and catabolism
K10067,Cellular Processes,Transport and catabolism
K10060,NA,NA
K10061,NA,NA
K10062,Cellular Processes,Transport and catabolism
K10063,Organismal Systems,Endocrine system
K00394,Metabolism,Energy metabolism
K10068,Cellular Processes,Transport and catabolism
K14584,Metabolism,Overview
K15658,NA,NA
K15659,NA,NA
K15654,Metabolism,Metabolism of terpenoids and polyketides
K15655,Metabolism,Metabolism of terpenoids and polyketides
K15656,Metabolism,Metabolism of terpenoids and polyketides
K15657,NA,NA
K15651,NA,NA
K15652,Metabolism,Amino acid metabolism
K15653,Metabolism,Metabolism of terpenoids and polyketides
K05451,Environmental Information Processing,Signal transduction
K01720,Metabolism,Carbohydrate metabolism
K01137,Metabolism,Glycan biosynthesis and metabolism
K11621,Environmental Information Processing,Signal transduction
K08297,NA,NA
K09190,NA,NA
K09191,NA,NA
K11991,NA,NA
K09194,NA,NA
K05759,Environmental Information Processing,Signal transduction
K08589,Human Diseases,Drug resistance
K01130,Metabolism,Lipid metabolism
K08582,NA,NA
K11625,Environmental Information Processing,Signal transduction
K05754,Cellular Processes,Transport and catabolism
K05755,Cellular Processes,Transport and catabolism
K05757,Cellular Processes,Transport and catabolism
K09796,NA,NA
K11626,Environmental Information Processing,Signal transduction
K01439,Metabolism,Overview
K01438,Metabolism,Overview
K09222,Cellular Processes,Cellular commiunity
K09223,NA,NA
K01431,Metabolism,Nucleotide metabolism
K01430,Metabolism,Nucleotide metabolism
K01433,Metabolism,Carbohydrate metabolism
K01432,Metabolism,Carbohydrate metabolism
K09228,NA,NA
K09229,NA,NA
K01437,Metabolism,Amino acid metabolism
K01436,NA,NA
K05534,Metabolism,Glycan biosynthesis and metabolism
K05535,Metabolism,Glycan biosynthesis and metabolism
K05536,Metabolism,Glycan biosynthesis and metabolism
K08057,Genetic Information Processing,"Folding, sorting and degradation"
K05530,Metabolism,Glycan biosynthesis and metabolism
K05531,Metabolism,Glycan biosynthesis and metabolism
K08052,Environmental Information Processing,Signal transduction
K05533,Metabolism,Glycan biosynthesis and metabolism
K09537,NA,NA
K05538,Metabolism,Glycan biosynthesis and metabolism
K05539,NA,NA
K14838,NA,NA
K14529,Genetic Information Processing,Translation
K14299,Genetic Information Processing,Translation
K14298,Genetic Information Processing,Translation
K14297,Genetic Information Processing,Translation
K14524,Genetic Information Processing,Translation
K14831,NA,NA
K14294,Genetic Information Processing,Translation
K14293,Genetic Information Processing,Translation
K14520,Metabolism,Xenobiotics biodegradation and metabolism
K14835,NA,NA
K14290,Genetic Information Processing,Translation
K12963,Human Diseases,Drug resistance
K12962,Human Diseases,Drug resistance
K12961,NA,NA
K02973,Genetic Information Processing,Translation
K14824,NA,NA
K12968,Organismal Systems,Immune system
K08121,NA,NA
K05403,Environmental Information Processing,Signal transduction
K02972,NA,NA
K02188,Metabolism,Metabolism of cofactors and vitamins
K14743,NA,NA
K14742,NA,NA
K14744,NA,NA
K08125,NA,NA
K02536,Metabolism,Glycan biosynthesis and metabolism
K10930,Human Diseases,Infectious diseases
K02167,NA,NA
K02160,Metabolism,Overview
K08129,NA,NA
K02168,NA,NA
K08558,Organismal Systems,Endocrine system
K02531,NA,NA
K13116,NA,NA
K04655,NA,NA
K03340,Metabolism,Overview
K03343,Metabolism,Amino acid metabolism
K03342,Metabolism,Metabolism of cofactors and vitamins
K03345,Genetic Information Processing,Translation
K03347,Genetic Information Processing,"Folding, sorting and degradation"
K03346,NA,NA
K03348,Genetic Information Processing,"Folding, sorting and degradation"
K05701,Cellular Processes,Cellular commiunity
K12299,NA,NA
K12298,Metabolism,Lipid metabolism
K12291,NA,NA
K12290,NA,NA
K12293,Environmental Information Processing,Signal transduction
K12292,Environmental Information Processing,Signal transduction
K12295,Environmental Information Processing,Signal transduction
K12294,Environmental Information Processing,Signal transduction
K12297,NA,NA
K12296,Environmental Information Processing,Signal transduction
K11922,NA,NA
K11923,NA,NA
K11920,NA,NA
K11921,NA,NA
K11926,NA,NA
K11927,Genetic Information Processing,"Folding, sorting and degradation"
K11924,NA,NA
K11925,NA,NA
K11928,NA,NA
K11929,NA,NA
K13216,NA,NA
K13217,NA,NA
K13212,NA,NA
K13210,NA,NA
K13211,NA,NA
K02532,NA,NA
K13219,NA,NA
K12035,Human Diseases,Cancers
K12034,NA,NA
K12741,Genetic Information Processing,Transcription
K12740,NA,NA
K12032,NA,NA
K03762,NA,NA
K07262,NA,NA
K07263,NA,NA
K07260,Metabolism,Glycan biosynthesis and metabolism
K07261,NA,NA
K07266,NA,NA
K07267,NA,NA
K07264,Human Diseases,Drug resistance
K07265,NA,NA
K07268,NA,NA
K07269,NA,NA
K14959,Metabolism,Amino acid metabolism
K04478,Metabolism,Glycan biosynthesis and metabolism
K04479,NA,NA
K00976,Metabolism,Carbohydrate metabolism
K10520,NA,NA
K10523,NA,NA
K10524,Metabolism,Metabolism of cofactors and vitamins
K10526,Metabolism,Lipid metabolism
K14952,Human Diseases,Infectious diseases
K07486,NA,NA
K07487,NA,NA
K07484,NA,NA
K07485,NA,NA
K07482,NA,NA
K07483,NA,NA
K07480,NA,NA
K07481,NA,NA
K07488,NA,NA
K07489,NA,NA
K11210,NA,NA
K11211,Metabolism,Glycan biosynthesis and metabolism
K11212,Metabolism,Energy metabolism
K11213,Environmental Information Processing,Signal transduction
K11214,Metabolism,Energy metabolism
K11215,Environmental Information Processing,Signal transduction
K11216,NA,NA
K11217,Environmental Information Processing,Signal transduction
K11219,Environmental Information Processing,Signal transduction
K00061,Metabolism,Metabolism of cofactors and vitamins
K00060,Metabolism,Amino acid metabolism
K00063,NA,NA
K09861,NA,NA
K00065,Metabolism,Carbohydrate metabolism
K00064,Metabolism,Carbohydrate metabolism
K00067,Metabolism,Metabolism of terpenoids and polyketides
K00066,Metabolism,Carbohydrate metabolism
K00069,Human Diseases,Cancers
K00068,Metabolism,Carbohydrate metabolism
K06307,NA,NA
K08084,NA,NA
K09864,Organismal Systems,Endocrine system
K10293,NA,NA
K10290,NA,NA
K10297,NA,NA
K10296,NA,NA
K10295,NA,NA
K01151,Genetic Information Processing,Replication and repair
K09051,Environmental Information Processing,Signal transduction
K09057,Organismal Systems,Environmental adaptation
K09054,Genetic Information Processing,"Folding, sorting and degradation"
K08269,Environmental Information Processing,Signal transduction
K08261,Metabolism,Carbohydrate metabolism
K08260,Metabolism,Metabolism of cofactors and vitamins
K08267,Environmental Information Processing,Signal transduction
K08266,Environmental Information Processing,Signal transduction
K08265,Metabolism,Overview
K08264,Metabolism,Overview
K00289,Metabolism,Metabolism of cofactors and vitamins
K00288,Metabolism,Metabolism of cofactors and vitamins
K00285,Metabolism,Amino acid metabolism
K00284,Metabolism,Carbohydrate metabolism
K00287,Metabolism,Metabolism of cofactors and vitamins
K00286,Metabolism,Overview
K00281,Metabolism,Overview
K00280,NA,NA
K00283,Metabolism,Overview
K00282,Metabolism,Overview
K10713,Metabolism,Overview
K14194,Human Diseases,Infectious diseases
K14195,Human Diseases,Infectious diseases
K14196,Human Diseases,Infectious diseases
K14197,Human Diseases,Infectious diseases
K14191,NA,NA
K14192,Human Diseases,Infectious diseases
K14559,Genetic Information Processing,Translation
K01880,Genetic Information Processing,Translation
K01881,Genetic Information Processing,Translation
K01883,Genetic Information Processing,Translation
K01884,Genetic Information Processing,Translation
K01885,Metabolism,Metabolism of cofactors and vitamins
K01886,Genetic Information Processing,Translation
K01887,Genetic Information Processing,Translation
K01224,NA,NA
K01889,Genetic Information Processing,Translation
K01226,Metabolism,Carbohydrate metabolism
K01227,Metabolism,Glycan biosynthesis and metabolism
K01220,Metabolism,Carbohydrate metabolism
K04613,NA,NA
K01222,Metabolism,Carbohydrate metabolism
K01223,Metabolism,Carbohydrate metabolism
K14995,NA,NA
K14996,NA,NA
K14997,NA,NA
K02759,Environmental Information Processing,Membrane transport
K02755,Environmental Information Processing,Membrane transport
K02757,Environmental Information Processing,Membrane transport
K02756,Environmental Information Processing,Membrane transport
K14998,NA,NA
K02750,Environmental Information Processing,Membrane transport
K02752,Metabolism,Carbohydrate metabolism
K00939,Metabolism,Nucleotide metabolism
K00938,Metabolism,Metabolism of terpenoids and polyketides
K00937,Metabolism,Energy metabolism
K00936,NA,NA
K00934,Metabolism,Amino acid metabolism
K00933,Metabolism,Amino acid metabolism
K00932,Metabolism,Carbohydrate metabolism
K00931,Metabolism,Overview
K00930,Metabolism,Overview
K01089,Metabolism,Overview
K15357,Metabolism,Metabolism of cofactors and vitamins
K15356,NA,NA
K15827,NA,NA
K15353,Human Diseases,Infectious diseases
K15352,Human Diseases,Infectious diseases
K01080,Metabolism,Lipid metabolism
K01081,Metabolism,Nucleotide metabolism
K15829,NA,NA
K15828,NA,NA
K01084,Metabolism,Carbohydrate metabolism
K01085,Metabolism,Carbohydrate metabolism
K01087,Metabolism,Carbohydrate metabolism
K02579,Metabolism,Glycan biosynthesis and metabolism
K02578,Metabolism,Glycan biosynthesis and metabolism
K02570,NA,NA
K02573,NA,NA
K02572,NA,NA
K02575,Metabolism,Energy metabolism
K02574,NA,NA
K02577,Metabolism,Glycan biosynthesis and metabolism
K07788,Environmental Information Processing,Signal transduction
K13179,NA,NA
K13178,NA,NA
K13173,NA,NA
K13172,NA,NA
K13171,Genetic Information Processing,Translation
K13170,NA,NA
K13177,NA,NA
K13176,Genetic Information Processing,Translation
K03488,NA,NA
K03489,NA,NA
K03482,NA,NA
K03483,NA,NA
K03480,NA,NA
K03481,NA,NA
K03779,Metabolism,Carbohydrate metabolism
K03487,NA,NA
K03484,NA,NA
K03485,NA,NA
K02431,NA,NA
K02283,NA,NA
K02282,NA,NA
K02281,NA,NA
K02280,NA,NA
K02289,Metabolism,Energy metabolism
K02288,Metabolism,Energy metabolism
K03154,Genetic Information Processing,"Folding, sorting and degradation"
K08860,Genetic Information Processing,"Folding, sorting and degradation"
K03624,NA,NA
K03625,NA,NA
K03622,NA,NA
K08864,NA,NA
K03620,Environmental Information Processing,Signal transduction
K08866,Cellular Processes,Cell growth and death
K08869,NA,NA
K03628,Genetic Information Processing,"Folding, sorting and degradation"
K03629,Genetic Information Processing,Replication and repair
K09738,NA,NA
K09739,NA,NA
K09736,NA,NA
K09735,NA,NA
K09732,NA,NA
K09733,Metabolism,Energy metabolism
K09730,NA,NA
K06051,Environmental Information Processing,Signal transduction
K10753,NA,NA
K09888,NA,NA
K09889,NA,NA
K09880,Metabolism,Amino acid metabolism
K09881,Metabolism,Lipid metabolism
K09882,Metabolism,Metabolism of cofactors and vitamins
K09883,Metabolism,Metabolism of cofactors and vitamins
K09884,NA,NA
K09885,NA,NA
K09887,Metabolism,Nucleotide metabolism
K10750,NA,NA
K10396,Cellular Processes,Transport and catabolism
K07679,Environmental Information Processing,Signal transduction
K07678,Environmental Information Processing,Signal transduction
K11021,NA,NA
K11020,NA,NA
K07675,Environmental Information Processing,Signal transduction
